Company:,AeroCab Services,,,,,,
Date:,,,,,,,
,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD339,Domestic Terminal,2:21 AM,00:04:00,Non-Peak Time,Yes,6,1
RD340,Domestic Terminal,12:21 AM,00:04:00,Non-Peak Time,Yes,8,1
RD341,Domestic Terminal,10:19 AM,00:02:00,Non-Peak Time,Yes,4,1
RD342,Domestic Terminal,9:19 PM,00:04:00,Non-Peak Time,Yes,5,1
RD343,Domestic Terminal,10:18 AM,00:04:00,Non-Peak Time,Yes,6,2
RD344,Domestic Terminal,10:24 AM,00:04:00,Non-Peak Time,Yes,9,2
RD345,Domestic Terminal,11:58 AM,00:05:00,Non-Peak Time,Yes,9,2
RD346,Domestic Terminal,12:26 PM,00:02:00,Non-Peak Time,Yes,4,1
RD347,Domestic Terminal,10:00 AM,00:04:00,Non-Peak Time,No,9,0
RD348,Domestic Terminal,1:55 PM,00:05:00,Non-Peak Time,No,8,0
RD349,Domestic Terminal,5:22 AM,00:03:00,Non-Peak Time,Yes,7,2
RD350,Domestic Terminal,5:22 AM,00:05:00,Non-Peak Time,No,9,0
RD351,Domestic Terminal,10:15 AM,00:05:00,Non-Peak Time,Yes,6,2
RD352,Domestic Terminal,11:08 PM,00:05:00,Non-Peak Time,Yes,5,2
RD353,Domestic Terminal,9:56 PM,00:05:00,Non-Peak Time,Yes,7,2
RD354,Domestic Terminal,1:25 PM,00:03:00,Non-Peak Time,Yes,6,1
RD355,Domestic Terminal,11:31 AM,00:02:00,Non-Peak Time,No,6,0
RD356,Domestic Terminal,12:49 AM,00:04:00,Non-Peak Time,Yes,6,2
RD357,Domestic Terminal,4:28 AM,00:03:00,Non-Peak Time,Yes,6,2
RD358,Domestic Terminal,3:42 AM,00:04:00,Non-Peak Time,Yes,6,1
RD359,Domestic Terminal,8:06 PM,00:03:00,Non-Peak Time,Yes,8,1
RD360,Domestic Terminal,1:45 PM,00:03:00,Non-Peak Time,No,7,0
RD361,Domestic Terminal,2:24 AM,00:04:00,Non-Peak Time,Yes,5,1
RD362,Domestic Terminal,12:37 PM,00:03:00,Non-Peak Time,Yes,4,1
RD363,Domestic Terminal,2:50 AM,00:04:00,Non-Peak Time,Yes,6,2
RD364,Domestic Terminal,10:22 AM,00:03:00,Non-Peak Time,Yes,6,1
RD365,Domestic Terminal,12:49 AM,00:02:00,Non-Peak Time,No,8,0
RD366,Domestic Terminal,12:15 PM,00:17:00,Peak Time,No,17,0
RD367,Domestic Terminal,8:41 PM,00:19:00,Peak Time,Yes,17,2
RD368,Domestic Terminal,11:28 AM,00:16:00,Peak Time,No,16,0
RD369,Domestic Terminal,3:58 AM,00:19:00,Peak Time,Yes,17,2
RD370,Domestic Terminal,11:56 AM,00:21:00,Peak Time,Yes,19,2
RD371,Domestic Terminal,11:00 AM,00:20:00,Peak Time,Yes,18,2
RD372,Domestic Terminal,7:25 PM,00:19:00,Peak Time,Yes,18,1
RD373,Domestic Terminal,12:48 PM,00:16:00,Peak Time,Yes,15,1
RD374,Domestic Terminal,9:42 PM,00:30:00,Peak Time,No,30,0
RD375,Domestic Terminal,11:02 AM,00:16:00,Peak Time,No,16,0
RD376,Domestic Terminal,9:12 PM,00:20:00,Peak Time,Yes,19,1
RD377,Domestic Terminal,1:59 AM,00:20:00,Peak Time,Yes,19,1
RD378,Domestic Terminal,5:42 AM,00:17:00,Peak Time,No,17,0
RD379,Domestic Terminal,4:29 AM,00:19:00,Peak Time,No,19,0
RD380,Domestic Terminal,2:23 AM,00:16:00,Peak Time,No,16,0
RD381,Domestic Terminal,12:51 PM,00:03:00,Peak Time,Yes,6,2
RD382,Domestic Terminal,11:09 AM,00:02:00,Peak Time,Yes,4,1
RD383,Domestic Terminal,12:18 AM,00:23:00,Peak Time,No,23,0
RD384,Domestic Terminal,2:52 AM,00:03:00,Peak Time,Yes,8,2
RD385,Domestic Terminal,11:20 AM,00:03:00,Peak Time,Yes,6,1
RD386,Domestic Terminal,8:35 PM,00:05:00,Peak Time,Yes,6,1
RD387,Domestic Terminal,12:26 PM,00:06:00,Peak Time,Yes,9,2
RD388,Domestic Terminal,10:26 AM,00:30:00,Peak Time,No,30,0
RD389,Domestic Terminal,4:02 AM,00:20:00,Peak Time,Yes,18,2
RD390,Domestic Terminal,11:42 AM,00:21:00,Peak Time,Yes,19,2
RD391,Domestic Terminal,1:42 PM,00:19:00,Peak Time,No,19,0
RD392,Domestic Terminal,2:59 AM,00:02:00,Peak Time,Yes,6,1
RD393,Domestic Terminal,10:33 AM,00:20:00,Peak Time,Yes,19,1
RD394,Domestic Terminal,6:09 PM,00:03:00,Peak Time,Yes,8,2
RD395,Domestic Terminal,1:27 PM,00:18:00,Peak Time,Yes,16,2
RD396,Domestic Terminal,12:44 AM,00:02:00,Peak Time,Yes,7,1
RD397,Domestic Terminal,1:54 PM,00:23:00,Peak Time,No,23,0
RD398,Domestic Terminal,8:14 PM,00:16:00,Peak Time,No,16,0
RD399,Domestic Terminal,6:54 PM,00:04:00,Non-Peak Time,Yes,6,2
RD400,Domestic Terminal,10:30 AM,00:04:00,Non-Peak Time,Yes,6,1
RD401,Domestic Terminal,7:54 PM,00:02:00,Non-Peak Time,No,5,0
RD402,Domestic Terminal,3:32 AM,00:03:00,Non-Peak Time,Yes,6,1
RD403,Domestic Terminal,5:20 AM,00:04:00,Non-Peak Time,Yes,6,1
RD404,Domestic Terminal,1:59 PM,00:03:00,Non-Peak Time,Yes,4,2
RD405,Domestic Terminal,11:11 AM,00:03:00,Non-Peak Time,Yes,4,2
RD406,Domestic Terminal,9:24 PM,00:04:00,Non-Peak Time,Yes,6,1
RD407,Domestic Terminal,12:59 PM,00:02:00,Non-Peak Time,No,7,0
RD408,Domestic Terminal,6:13 PM,00:03:00,Non-Peak Time,Yes,3,2
RD409,Domestic Terminal,12:57 PM,00:04:00,Non-Peak Time,Yes,8,1
RD410,Domestic Terminal,12:50 AM,00:05:00,Non-Peak Time,Yes,8,2
RD411,Domestic Terminal,9:11 PM,00:02:00,Non-Peak Time,Yes,7,1
RD412,Domestic Terminal,11:37 PM,00:05:00,Non-Peak Time,No,9,0
RD413,Domestic Terminal,6:58 PM,00:03:00,Non-Peak Time,No,7,0
RD414,Domestic Terminal,9:26 PM,00:16:00,Peak Time,No,16,0
RD415,Domestic Terminal,3:18 AM,00:04:00,Non-Peak Time,Yes,8,2
RD416,Domestic Terminal,10:57 AM,00:06:00,Peak Time,Yes,6,2
RD417,Domestic Terminal,10:23 AM,00:05:00,Non-Peak Time,Yes,6,2
RD418,Domestic Terminal,12:08 PM,00:03:00,Non-Peak Time,Yes,8,1
RD419,Domestic Terminal,2:04 AM,00:19:00,Peak Time,No,19,0
RD420,Domestic Terminal,1:11 AM,00:18:00,Peak Time,Yes,16,2
RD421,Domestic Terminal,12:39 PM,00:04:00,Non-Peak Time,Yes,6,1
RD422,Domestic Terminal,1:10 AM,00:16:00,Peak Time,No,16,0
RD423,Domestic Terminal,10:38 AM,00:17:00,Peak Time,No,17,0
RD424,Domestic Terminal,11:24 PM,00:20:00,Peak Time,Yes,19,1
RD425,Domestic Terminal,4:52 AM,00:05:00,Non-Peak Time,Yes,8,2
RD426,Domestic Terminal,1:55 AM,00:19:00,Peak Time,No,19,0
RD427,Domestic Terminal,1:11 PM,00:05:00,Non-Peak Time,Yes,8,2
RD428,Domestic Terminal,10:50 AM,00:20:00,Peak Time,Yes,19,1
RD429,Domestic Terminal,10:56 AM,00:16:00,Peak Time,No,16,0
RD430,Domestic Terminal,9:25 PM,00:17:00,Peak Time,No,17,0
RD431,Domestic Terminal,11:15 AM,00:18:00,Peak Time,Yes,17,1
RD432,Domestic Terminal,11:22 AM,00:17:00,Peak Time,Yes,16,1
RD433,Domestic Terminal,1:49 AM,00:17:00,Peak Time,No,17,0
RD434,Domestic Terminal,7:11 PM,00:05:00,Non-Peak Time,Yes,7,2
RD435,Domestic Terminal,12:32 PM,00:05:00,Non-Peak Time,Yes,6,2
RD436,Domestic Terminal,1:48 AM,00:02:00,Non-Peak Time,Yes,4,1
RD437,Domestic Terminal,4:58 AM,00:02:00,Peak Time,Yes,6,1
RD438,Domestic Terminal,12:01 PM,00:16:00,Peak Time,Yes,15,1
RD439,Domestic Terminal,8:29 PM,00:17:00,Peak Time,Yes,15,2
RD440,Domestic Terminal,10:20 AM,00:19:00,Peak Time,No,19,0
RD441,Domestic Terminal,7:20 PM,00:05:00,Peak Time,Yes,6,2
RD442,Domestic Terminal,2:55 AM,00:19:00,Peak Time,Yes,18,1
RD443,Domestic Terminal,6:47 PM,00:15:00,Peak Time,No,15,0
RD444,Domestic Terminal,5:46 AM,00:20:00,Peak Time,Yes,19,1
RD445,Domestic Terminal,1:20 AM,00:02:00,Peak Time,Yes,6,1
RD446,Domestic Terminal,10:22 AM,00:18:00,Peak Time,Yes,16,2
RD447,Domestic Terminal,9:40 PM,00:04:00,Non-Peak Time,Yes,7,2
RD448,Domestic Terminal,7:18 PM,00:04:00,Non-Peak Time,Yes,6,1
RD449,Domestic Terminal,1:10 PM,00:05:00,Non-Peak Time,Yes,9,2
RD450,Domestic Terminal,10:30 AM,00:04:00,Non-Peak Time,Yes,5,2
RD451,Domestic Terminal,10:27 AM,00:05:00,Non-Peak Time,Yes,7,2
RD452,Domestic Terminal,4:33 AM,00:05:00,Non-Peak Time,No,7,0
RD453,Domestic Terminal,12:17 PM,00:03:00,Non-Peak Time,Yes,6,2
RD454,Domestic Terminal,11:22 AM,00:03:00,Non-Peak Time,Yes,5,2
RD455,Domestic Terminal,3:08 AM,00:02:00,Non-Peak Time,No,4,0
RD456,Domestic Terminal,11:53 AM,00:02:00,Non-Peak Time,Yes,3,1
RD457,Domestic Terminal,7:07 PM,00:02:00,Non-Peak Time,Yes,6,1
RD458,Domestic Terminal,9:31 PM,00:05:00,Non-Peak Time,No,8,0
RD459,Domestic Terminal,12:35 AM,00:04:00,Non-Peak Time,Yes,6,1
RD460,Domestic Terminal,8:07 PM,00:05:00,Non-Peak Time,No,7,0
RD461,Domestic Terminal,12:24 PM,00:04:00,Non-Peak Time,Yes,7,1
RD462,Domestic Terminal,10:27 AM,00:03:00,Non-Peak Time,Yes,600,2
RD463,International Terminal,10:05 AM,00:02:00,Non-Peak Time,Yes,6,1
RD464,International Terminal,12:26 PM,00:04:00,Non-Peak Time,Yes,8,1
RD465,International Terminal,5:17 AM,00:02:00,Non-Peak Time,No,7,0
RD466,International Terminal,6:27 PM,00:03:00,Non-Peak Time,Yes,7,2
RD467,International Terminal,7:51 PM,00:02:00,Non-Peak Time,Yes,7,1
RD468,International Terminal,7:47 PM,00:02:00,Non-Peak Time,Yes,6,1
RD469,International Terminal,8:31 PM,00:04:00,Non-Peak Time,Yes,7,1
RD470,International Terminal,7:47 PM,00:03:00,Non-Peak Time,Yes,7,1
RD471,International Terminal,8:06 PM,00:02:00,Non-Peak Time,No,6,0
RD472,International Terminal,1:52 PM,00:04:00,Non-Peak Time,Yes,6,1
RD473,International Terminal,12:25 PM,00:03:00,Non-Peak Time,Yes,4,2
RD474,International Terminal,8:40 PM,00:02:00,Non-Peak Time,Yes,5,1
RD475,International Terminal,7:03 PM,00:05:00,Non-Peak Time,Yes,7,2
RD476,International Terminal,12:43 AM,00:05:00,Non-Peak Time,Yes,6,2
RD477,International Terminal,3:12 AM,00:05:00,Non-Peak Time,No,6,0
RD478,International Terminal,9:13 PM,00:02:00,Non-Peak Time,No,9,0
RD479,International Terminal,11:37 AM,00:03:00,Peak Time,Yes,7,1
RD480,International Terminal,7:09 PM,00:05:00,Peak Time,Yes,7,1
RD481,International Terminal,10:33 AM,00:17:00,Peak Time,No,17,0
RD482,International Terminal,8:59 PM,00:15:00,Peak Time,No,15,0
RD483,International Terminal,4:08 AM,00:03:00,Peak Time,Yes,6,1
RD484,International Terminal,1:29 AM,00:04:00,Peak Time,Yes,7,1
RD485,International Terminal,11:48 AM,00:18:00,Peak Time,No,18,0
RD486,International Terminal,1:30 AM,00:19:00,Peak Time,Yes,18,1
RD487,International Terminal,10:10 AM,00:16:00,Peak Time,No,16,0
RD488,International Terminal,11:50 AM,00:15:00,Peak Time,No,15,0
RD489,International Terminal,8:53 PM,00:20:00,Peak Time,Yes,19,1
RD490,International Terminal,11:25 AM,00:17:00,Peak Time,Yes,15,2
RD491,International Terminal,12:58 PM,00:17:00,Peak Time,Yes,15,2
RD492,International Terminal,1:40 PM,00:04:00,Peak Time,Yes,6,2
RD493,International Terminal,1:56 PM,00:17:00,Peak Time,No,17,0
RD494,International Terminal,2:24 AM,00:21:00,Peak Time,Yes,19,2
RD495,International Terminal,9:08 PM,00:04:00,Peak Time,Yes,8,1
RD496,International Terminal,11:26 AM,00:15:00,Peak Time,No,15,0
RD497,International Terminal,5:00 AM,00:21:00,Peak Time,Yes,19,2
RD498,International Terminal,11:00 AM,00:15:00,Peak Time,No,15,0
RD499,International Terminal,12:56 PM,00:21:00,Peak Time,Yes,19,2
RD500,International Terminal,11:38 AM,00:23:00,Peak Time,No,23,0
RD501,International Terminal,11:58 PM,00:15:00,Peak Time,No,15,0
RD502,International Terminal,9:17 PM,00:06:00,Peak Time,Yes,7,2
RD503,International Terminal,12:18 PM,00:16:00,Peak Time,Yes,15,1
RD504,International Terminal,4:58 AM,00:17:00,Peak Time,Yes,15,2
RD505,International Terminal,8:44 PM,00:18:00,Peak Time,Yes,17,1
RD506,International Terminal,10:10 AM,00:18:00,Peak Time,Yes,16,2
RD507,International Terminal,1:53 PM,00:18:00,Peak Time,Yes,16,2
RD508,International Terminal,9:30 PM,00:02:00,Peak Time,Yes,7,1
RD509,International Terminal,10:50 AM,00:17:00,Peak Time,Yes,15,2
RD510,International Terminal,11:00 AM,00:16:00,Peak Time,No,16,0
RD511,International Terminal,2:37 AM,00:17:00,Peak Time,Yes,16,1
RD512,International Terminal,3:12 AM,00:03:00,Peak Time,Yes,6,1
RD513,International Terminal,1:25 PM,00:04:00,Non-Peak Time,Yes,7,1
RD514,International Terminal,12:31 PM,00:04:00,Non-Peak Time,Yes,7,2
RD515,International Terminal,1:16 AM,00:03:00,Non-Peak Time,No,6,0
RD516,International Terminal,12:22 PM,00:04:00,Non-Peak Time,Yes,7,1
RD517,International Terminal,7:10 PM,00:04:00,Non-Peak Time,Yes,7,1
RD518,International Terminal,5:29 AM,00:02:00,Non-Peak Time,Yes,8,1
RD519,International Terminal,12:49 PM,00:05:00,Non-Peak Time,Yes,6,2
RD520,International Terminal,10:56 AM,00:02:00,Non-Peak Time,No,6,0
RD521,International Terminal,2:56 AM,00:04:00,Non-Peak Time,Yes,6,1
RD522,International Terminal,10:15 AM,00:03:00,Non-Peak Time,No,6,0
RD523,International Terminal,5:10 AM,00:04:00,Non-Peak Time,Yes,6,1
RD524,International Terminal,1:24 PM,00:02:00,Non-Peak Time,Yes,7,1
RD525,International Terminal,9:09 PM,00:20:00,Peak Time,Yes,18,2
RD526,International Terminal,3:14 AM,00:03:00,Non-Peak Time,Yes,7,2
RD527,International Terminal,7:56 PM,00:17:00,Peak Time,No,17,0
RD528,International Terminal,5:29 AM,00:19:00,Peak Time,No,19,0
RD529,International Terminal,10:04 AM,00:06:00,Peak Time,Yes,7,2
RD530,International Terminal,11:54 AM,00:15:00,Peak Time,No,15,0
RD531,International Terminal,8:43 PM,00:05:00,Non-Peak Time,Yes,7,2
RD532,International Terminal,9:22 PM,00:18:00,Peak Time,No,18,0
RD533,International Terminal,5:53 AM,00:03:00,Non-Peak Time,Yes,6,2
RD534,International Terminal,11:10 AM,00:05:00,Non-Peak Time,Yes,6,2
RD535,International Terminal,11:25 PM,00:15:00,Peak Time,No,15,0
RD536,International Terminal,1:31 PM,00:23:00,Peak Time,No,23,0
RD537,International Terminal,12:59 PM,00:17:00,Peak Time,Yes,15,2
RD538,International Terminal,12:06 PM,00:04:00,Non-Peak Time,Yes,8,1
RD539,International Terminal,10:38 AM,00:04:00,Non-Peak Time,Yes,6,2
RD540,International Terminal,4:05 AM,00:19:00,Peak Time,Yes,18,1
RD541,International Terminal,10:07 AM,00:30:00,Peak Time,No,30,0
RD542,International Terminal,3:57 AM,00:19:00,Peak Time,Yes,17,2
RD543,International Terminal,12:07 AM,00:05:00,Non-Peak Time,No,7,0
RD544,International Terminal,5:16 AM,00:18:00,Peak Time,No,18,0
RD545,International Terminal,12:40 AM,00:02:00,Non-Peak Time,No,6,0
RD546,International Terminal,6:23 PM,00:18:00,Peak Time,Yes,16,2
RD547,International Terminal,1:23 PM,00:18:00,Peak Time,No,18,0
RD548,International Terminal,10:15 AM,00:17:00,Peak Time,Yes,15,2
RD549,International Terminal,3:43 AM,00:18:00,Peak Time,No,18,0
RD550,International Terminal,12:17 PM,00:03:00,Non-Peak Time,Yes,6,1
RD551,International Terminal,6:42 PM,00:03:00,Non-Peak Time,Yes,6,1
RD552,International Terminal,10:21 AM,00:02:00,Peak Time,Yes,4,1
RD553,International Terminal,2:28 AM,00:21:00,Peak Time,Yes,19,2
RD554,International Terminal,1:22 PM,00:03:00,Peak Time,Yes,3,2
RD555,International Terminal,11:37 PM,00:05:00,Non-Peak Time,Yes,6,2
RD556,International Terminal,11:15 AM,00:18:00,Peak Time,Yes,17,1
RD557,International Terminal,10:09 AM,00:05:00,Peak Time,Yes,8,1
RD558,International Terminal,9:49 PM,00:03:00,Non-Peak Time,No,6,0
RD559,International Terminal,11:40 AM,00:18:00,Peak Time,Yes,17,1
RD560,International Terminal,1:32 PM,00:05:00,Non-Peak Time,Yes,7,2
RD561,International Terminal,1:04 PM,00:04:00,Non-Peak Time,No,8,0
RD562,International Terminal,1:23 PM,00:04:00,Non-Peak Time,No,7,0
RD563,International Terminal,2:08 AM,00:04:00,Peak Time,Yes,9,1
RD564,International Terminal,12:14 PM,00:18:00,Peak Time,No,18,0
RD565,International Terminal,10:32 AM,00:04:00,Non-Peak Time,Yes,7,1
RD566,International Terminal,12:59 PM,00:03:00,Non-Peak Time,Yes,7,1
RD567,International Terminal,4:20 AM,00:03:00,Non-Peak Time,Yes,4,2
RD568,International Terminal,1:21 PM,00:05:00,Non-Peak Time,No,9,0
RD569,International Terminal,10:39 AM,00:04:00,Non-Peak Time,Yes,6,1
RD570,International Terminal,12:23 PM,00:04:00,Non-Peak Time,Yes,6,1
RD571,International Terminal,4:59 AM,00:05:00,Non-Peak Time,No,7,0
RD572,International Terminal,7:06 PM,00:05:00,Non-Peak Time,Yes,7,2
RD573,International Terminal,10:39 AM,00:05:00,Non-Peak Time,Yes,7,2
RD574,International Terminal,12:41 PM,00:05:00,Non-Peak Time,No,9,0
RD575,International Terminal,10:19 AM,00:05:00,Non-Peak Time,Yes,6,2
RD576,International Terminal,5:20 AM,00:02:00,Non-Peak Time,No,7,0
RD577,International Terminal,5:15 AM,00:04:00,Non-Peak Time,Yes,8,1
RD578,International Terminal,11:06 AM,00:04:00,Non-Peak Time,Yes,8,1
RD579,International Terminal,10:56 AM,00:05:00,Non-Peak Time,Yes,7,2
RD580,International Terminal,4:36 AM,00:04:00,Non-Peak Time,Yes,6,1
RD581,International Terminal,7:13 PM,00:03:00,Non-Peak Time,No,6,0
RD582,International Terminal,10:39 AM,00:04:00,Non-Peak Time,Yes,6,2
RD583,International Terminal,12:25 PM,00:03:00,Non-Peak Time,Yes,7,2
RD584,International Terminal,3:59 AM,00:02:00,Non-Peak Time,Yes,8,1
RD585,International Terminal,3:53 AM,00:05:00,Non-Peak Time,Yes,7,2
RD586,International Terminal,8:08 PM,00:02:00,Non-Peak Time,Yes,4,1
RD587,International Terminal,10:49 AM,00:04:00,Non-Peak Time,Yes,6,2
RD588,International Terminal,10:23 AM,00:05:00,Non-Peak Time,Yes,6,2
RD589,International Terminal,1:31 PM,00:05:00,Non-Peak Time,No,6,0
RD590,International Terminal,12:16 AM,00:02:00,Non-Peak Time,Yes,4,1
RD591,International Terminal,4:07 AM,00:03:00,Non-Peak Time,Yes,6,1
RD592,International Terminal,4:33 AM,00:03:00,Non-Peak Time,Yes,8,1
RD593,International Terminal,12:48 PM,00:02:00,Non-Peak Time,No,6,0
RD594,International Terminal,2:28 AM,00:04:00,Non-Peak Time,Yes,7,1
RD595,International Terminal,10:41 AM,00:03:00,Non-Peak Time,Yes,8,1
RD596,International Terminal,12:33 PM,00:04:00,Non-Peak Time,Yes,7,1
RD597,International Terminal,8:09 PM,00:02:00,Non-Peak Time,No,6,0
RD598,International Terminal,7:18 PM,00:02:00,Non-Peak Time,Yes,3,1
RD599,International Terminal,4:38 AM,00:03:00,Non-Peak Time,Yes,6,2
RD600,International Terminal,11:08 PM,00:18:00,Peak Time,No,18,0
RD601,International Terminal,10:10 AM,00:02:00,Peak Time,Yes,9,1
RD602,International Terminal,1:48 PM,00:05:00,Peak Time,Yes,6,2
RD603,International Terminal,12:49 PM,00:19:00,Peak Time,No,19,0
RD604,International Terminal,11:33 PM,00:20:00,Peak Time,Yes,18,2
RD605,International Terminal,1:20 PM,00:20:00,Peak Time,Yes,19,1
RD606,International Terminal,1:22 AM,00:16:00,Peak Time,Yes,15,1
RD607,International Terminal,10:39 AM,00:17:00,Peak Time,Yes,16,1
RD608,International Terminal,4:26 AM,00:03:00,Peak Time,Yes,5,1
RD609,International Terminal,11:02 AM,00:19:00,Peak Time,No,19,0
RD610,International Terminal,3:19 AM,00:18:00,Peak Time,Yes,17,1
RD611,International Terminal,12:19 PM,00:15:00,Peak Time,No,15,0
RD612,International Terminal,11:57 PM,00:17:00,Peak Time,No,17,0
RD613,International Terminal,10:17 AM,00:19:00,Peak Time,No,19,0
RD614,International Terminal,12:55 AM,00:16:00,Peak Time,No,16,0
RD615,International Terminal,1:11 PM,00:03:00,Peak Time,Yes,7,2
RD616,International Terminal,4:33 AM,00:19:00,Peak Time,Yes,17,2
RD617,International Terminal,1:50 PM,00:17:00,Peak Time,No,17,0
RD618,International Terminal,12:40 PM,00:17:00,Peak Time,Yes,15,2
RD619,International Terminal,4:32 AM,00:02:00,Peak Time,Yes,6,1
RD620,International Terminal,1:13 AM,00:03:00,Peak Time,Yes,7,2
RD621,International Terminal,11:47 AM,00:05:00,Peak Time,Yes,7,1
RD622,International Terminal,11:01 AM,00:20:00,Peak Time,Yes,19,1
RD623,International Terminal,4:15 AM,00:19:00,Peak Time,Yes,17,2
RD624,International Terminal,10:04 AM,00:02:00,Peak Time,Yes,4,1
RD625,International Terminal,8:15 PM,00:16:00,Peak Time,Yes,15,1
RD626,International Terminal,10:52 AM,00:06:00,Peak Time,Yes,7,2
RD627,International Terminal,1:29 AM,00:15:00,Peak Time,No,15,0
RD628,International Terminal,4:04 AM,00:20:00,Peak Time,Yes,19,1
RD629,International Terminal,11:45 PM,00:05:00,Peak Time,Yes,6,1
RD630,International Terminal,7:15 PM,00:18:00,Peak Time,No,18,0
RD631,International Terminal,6:31 PM,00:19:00,Peak Time,Yes,17,2
RD632,International Terminal,7:36 PM,00:17:00,Peak Time,Yes,15,2
RD633,International Terminal,11:31 AM,00:19:00,Peak Time,No,19,0
RD634,International Terminal,11:05 PM,00:23:00,Peak Time,No,23,0
RD635,International Terminal,1:48 PM,00:02:00,Peak Time,Yes,6,1
RD636,International Terminal,1:34 AM,00:15:00,Peak Time,No,15,0
RD637,International Terminal,10:56 AM,00:30:00,Peak Time,No,30,0
RD638,International Terminal,10:46 AM,00:18:00,Peak Time,No,18,0
RD639,International Terminal,6:18 PM,00:18:00,Peak Time,No,18,0
RD640,International Terminal,12:43 PM,00:03:00,Non-Peak Time,Yes,8,1
RD641,International Terminal,8:47 PM,00:02:00,Non-Peak Time,Yes,4,1
RD642,International Terminal,11:34 AM,00:05:00,Non-Peak Time,Yes,6,2
RD643,International Terminal,3:49 AM,00:04:00,Non-Peak Time,Yes,6,2
RD644,International Terminal,7:21 PM,00:03:00,Non-Peak Time,Yes,8,1
RD645,International Terminal,3:05 AM,00:02:00,Non-Peak Time,Yes,6,1
RD646,International Terminal,1:01 AM,00:05:00,Non-Peak Time,No,7,0
RD647,International Terminal,7:17 PM,00:04:00,Non-Peak Time,Yes,6,2
RD648,International Terminal,8:59 PM,00:05:00,Non-Peak Time,Yes,7,2
RD649,International Terminal,12:50 AM,00:04:00,Non-Peak Time,Yes,6,1
RD650,International Terminal,9:46 PM,00:04:00,Non-Peak Time,Yes,6,1
RD651,International Terminal,5:27 AM,00:04:00,Non-Peak Time,No,6,0
RD652,International Terminal,1:34 AM,00:03:00,Non-Peak Time,Yes,6,2
RD653,International Terminal,12:20 AM,00:05:00,Non-Peak Time,Yes,8,2
RD654,International Terminal,12:06 PM,00:06:00,Peak Time,Yes,6,2
RD655,International Terminal,9:58 PM,00:19:00,Peak Time,No,19,0
RD656,International Terminal,12:14 PM,00:19:00,Peak Time,Yes,17,2
RD657,International Terminal,11:08 PM,00:04:00,Peak Time,Yes,7,1
RD658,International Terminal,9:55 PM,00:19:00,Peak Time,Yes,17,2
RD659,International Terminal,1:07 PM,00:05:00,Peak Time,Yes,7,2
RD660,International Terminal,5:25 AM,00:17:00,Peak Time,Yes,16,1
RD661,International Terminal,1:07 PM,00:17:00,Peak Time,No,17,0
RD662,International Terminal,4:17 AM,00:03:00,Peak Time,Yes,5,2
RD663,International Terminal,4:35 AM,00:16:00,Peak Time,No,16,0
RD664,International Terminal,12:47 PM,00:18:00,Peak Time,Yes,17,1
RD665,International Terminal,1:53 PM,00:20:00,Peak Time,Yes,19,1
RD666,International Terminal,8:05 PM,00:05:00,Non-Peak Time,No,6,0
RD667,International Terminal,1:22 PM,00:15:00,Peak Time,No,15,0
RD668,International Terminal,4:12 AM,00:15:00,Peak Time,No,15,0
RD669,International Terminal,11:34 PM,00:20:00,Peak Time,Yes,19,1
RD670,International Terminal,2:10 AM,00:04:00,Non-Peak Time,Yes,6,1
RD671,International Terminal,12:16 PM,00:04:00,Non-Peak Time,Yes,8,1
RD672,International Terminal,10:53 AM,00:03:00,Peak Time,Yes,4,2
RD673,International Terminal,1:49 PM,00:04:00,Non-Peak Time,Yes,6,2
RD674,International Terminal,2:17 AM,00:17:00,Peak Time,Yes,16,1
RD675,International Terminal,1:17 AM,00:19:00,Peak Time,No,19,0
RD676,International Terminal,10:34 AM,00:19:00,Peak Time,No,19,0
RD677,International Terminal,1:33 PM,00:17:00,Peak Time,No,17,0
RD678,International Terminal,11:07 PM,00:04:00,Peak Time,Yes,6,1
RD679,International Terminal,12:33 AM,00:05:00,Non-Peak Time,Yes,6,2
RD680,International Terminal,5:03 AM,00:05:00,Non-Peak Time,Yes,9,2
RD681,International Terminal,1:52 AM,00:20:00,Peak Time,Yes,19,1
RD682,International Terminal,11:42 AM,00:05:00,Non-Peak Time,No,9,0
RD683,International Terminal,9:07 PM,00:17:00,Peak Time,Yes,15,2
RD684,International Terminal,1:23 PM,00:04:00,Non-Peak Time,Yes,6,2
RD685,International Terminal,9:15 PM,00:05:00,Non-Peak Time,Yes,7,2
RD686,International Terminal,8:55 PM,00:05:00,Non-Peak Time,Yes,7,2
RD687,International Terminal,12:15 PM,00:04:00,Non-Peak Time,Yes,8,1
RD688,International Terminal,3:10 AM,00:02:00,Non-Peak Time,Yes,5,1
RD689,International Terminal,1:48 PM,00:05:00,Non-Peak Time,No,9,0
RD690,International Terminal,5:05 AM,00:04:00,Non-Peak Time,Yes,7,2
RD691,International Terminal,10:21 AM,00:05:00,Non-Peak Time,No,9,0
RD692,International Terminal,11:39 AM,00:04:00,Non-Peak Time,Yes,7,1
RD693,International Terminal,10:13 AM,00:05:00,Non-Peak Time,Yes,6,2
RD694,International Terminal,1:45 PM,00:03:00,Non-Peak Time,No,6,0
